timestamp,event_type,event_data
198,kpi_update,"{'time': 198, 'total_inventory': 0, 'total_stockouts': 45867, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.017774161081011597, 'network_efficiency': 46697.0}"
198,stockout,"{'warehouse_id': 3, 'requested': 126, 'fulfilled': 0, 'time': 198}"
199,stockout,"{'warehouse_id': 2, 'requested': 245, 'fulfilled': 0, 'time': 199}"
200,stockout,"{'warehouse_id': 1, 'requested': 554, 'fulfilled': 0, 'time': 200}"
201,stockout,"{'warehouse_id': 2, 'requested': 320, 'fulfilled': 0, 'time': 201}"
202,stockout,"{'warehouse_id': 3, 'requested': 190, 'fulfilled': 0, 'time': 202}"
203,stockout,"{'warehouse_id': 1, 'requested': 247, 'fulfilled': 0, 'time': 203}"
204,kpi_update,"{'time': 204, 'total_inventory': 0, 'total_stockouts': 47549, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.017156204138159104, 'network_efficiency': 48379.0}"
204,stockout,"{'warehouse_id': 1, 'requested': 262, 'fulfilled': 0, 'time': 204}"
205,stockout,"{'warehouse_id': 3, 'requested': 265, 'fulfilled': 0, 'time': 205}"
206,stockout,"{'warehouse_id': 3, 'requested': 265, 'fulfilled': 0, 'time': 206}"
207,stockout,"{'warehouse_id': 1, 'requested': 257, 'fulfilled': 0, 'time': 207}"
208,stockout,"{'warehouse_id': 1, 'requested': 262, 'fulfilled': 0, 'time': 208}"
209,stockout,"{'warehouse_id': 1, 'requested': 332, 'fulfilled': 0, 'time': 209}"
210,kpi_update,"{'time': 210, 'total_inventory': 0, 'total_stockouts': 49192, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.016592699212346518, 'network_efficiency': 50022.0}"
210,stockout,"{'warehouse_id': 3, 'requested': 558, 'fulfilled': 0, 'time': 210}"
211,stockout,"{'warehouse_id': 3, 'requested': 364, 'fulfilled': 0, 'time': 211}"
212,stockout,"{'warehouse_id': 1, 'requested': 302, 'fulfilled': 0, 'time': 212}"
213,stockout,"{'warehouse_id': 1, 'requested': 281, 'fulfilled': 0, 'time': 213}"
214,stockout,"{'warehouse_id': 3, 'requested': 166, 'fulfilled': 0, 'time': 214}"
215,stockout,"{'warehouse_id': 2, 'requested': 80, 'fulfilled': 0, 'time': 215}"
216,kpi_update,"{'time': 216, 'total_inventory': 0, 'total_stockouts': 50943, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.016031522222007655, 'network_efficiency': 51773.0}"
216,stockout,"{'warehouse_id': 2, 'requested': 61, 'fulfilled': 0, 'time': 216}"
217,stockout,"{'warehouse_id': 1, 'requested': 78, 'fulfilled': 0, 'time': 217}"
218,stockout,"{'warehouse_id': 2, 'requested': 63, 'fulfilled': 0, 'time': 218}"
219,stockout,"{'warehouse_id': 1, 'requested': 40, 'fulfilled': 0, 'time': 219}"
220,stockout,"{'warehouse_id': 1, 'requested': 31, 'fulfilled': 0, 'time': 220}"
221,stockout,"{'warehouse_id': 3, 'requested': 39, 'fulfilled': 0, 'time': 221}"
222,kpi_update,"{'time': 222, 'total_inventory': 0, 'total_stockouts': 51255, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.015935490064317936, 'network_efficiency': 52085.0}"
222,stockout,"{'warehouse_id': 2, 'requested': 84, 'fulfilled': 0, 'time': 222}"
223,stockout,"{'warehouse_id': 1, 'requested': 158, 'fulfilled': 0, 'time': 223}"
224,stockout,"{'warehouse_id': 2, 'requested': 387, 'fulfilled': 0, 'time': 224}"
225,stockout,"{'warehouse_id': 2, 'requested': 225, 'fulfilled': 0, 'time': 225}"
226,stockout,"{'warehouse_id': 3, 'requested': 150, 'fulfilled': 0, 'time': 226}"
227,stockout,"{'warehouse_id': 1, 'requested': 168, 'fulfilled': 0, 'time': 227}"
228,kpi_update,"{'time': 228, 'total_inventory': 0, 'total_stockouts': 52427, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.015584805753234288, 'network_efficiency': 53257.0}"
228,stockout,"{'warehouse_id': 1, 'requested': 217, 'fulfilled': 0, 'time': 228}"
229,stockout,"{'warehouse_id': 2, 'requested': 207, 'fulfilled': 0, 'time': 229}"
230,stockout,"{'warehouse_id': 3, 'requested': 177, 'fulfilled': 0, 'time': 230}"
231,stockout,"{'warehouse_id': 3, 'requested': 193, 'fulfilled': 0, 'time': 231}"
232,stockout,"{'warehouse_id': 2, 'requested': 196, 'fulfilled': 0, 'time': 232}"
233,stockout,"{'warehouse_id': 2, 'requested': 266, 'fulfilled': 0, 'time': 233}"
234,kpi_update,"{'time': 234, 'total_inventory': 0, 'total_stockouts': 53683, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.01522572597362093, 'network_efficiency': 54513.0}"
234,stockout,"{'warehouse_id': 2, 'requested': 437, 'fulfilled': 0, 'time': 234}"
235,stockout,"{'warehouse_id': 2, 'requested': 259, 'fulfilled': 0, 'time': 235}"
236,stockout,"{'warehouse_id': 1, 'requested': 207, 'fulfilled': 0, 'time': 236}"
237,stockout,"{'warehouse_id': 1, 'requested': 214, 'fulfilled': 0, 'time': 237}"
238,stockout,"{'warehouse_id': 1, 'requested': 165, 'fulfilled': 0, 'time': 238}"
239,stockout,"{'warehouse_id': 1, 'requested': 139, 'fulfilled': 0, 'time': 239}"
240,kpi_update,"{'time': 240, 'total_inventory': 0, 'total_stockouts': 55104, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.014838917295383891, 'network_efficiency': 55934.0}"
240,stockout,"{'warehouse_id': 2, 'requested': 98, 'fulfilled': 0, 'time': 240}"
241,stockout,"{'warehouse_id': 2, 'requested': 100, 'fulfilled': 0, 'time': 241}"
242,stockout,"{'warehouse_id': 3, 'requested': 89, 'fulfilled': 0, 'time': 242}"
243,stockout,"{'warehouse_id': 1, 'requested': 38, 'fulfilled': 0, 'time': 243}"
244,stockout,"{'warehouse_id': 3, 'requested': 33, 'fulfilled': 0, 'time': 244}"
245,stockout,"{'warehouse_id': 1, 'requested': 42, 'fulfilled': 0, 'time': 245}"
246,kpi_update,"{'time': 246, 'total_inventory': 0, 'total_stockouts': 55504, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.014733553449071568, 'network_efficiency': 56334.0}"
246,stockout,"{'warehouse_id': 2, 'requested': 82, 'fulfilled': 0, 'time': 246}"
247,stockout,"{'warehouse_id': 1, 'requested': 203, 'fulfilled': 0, 'time': 247}"
248,stockout,"{'warehouse_id': 2, 'requested': 443, 'fulfilled': 0, 'time': 248}"
249,stockout,"{'warehouse_id': 2, 'requested': 227, 'fulfilled': 0, 'time': 249}"
250,stockout,"{'warehouse_id': 2, 'requested': 152, 'fulfilled': 0, 'time': 250}"
251,stockout,"{'warehouse_id': 1, 'requested': 146, 'fulfilled': 0, 'time': 251}"
252,kpi_update,"{'time': 252, 'total_inventory': 0, 'total_stockouts': 56757, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.01441297515064166, 'network_efficiency': 57587.0}"
252,stockout,"{'warehouse_id': 3, 'requested': 187, 'fulfilled': 0, 'time': 252}"
253,stockout,"{'warehouse_id': 2, 'requested': 178, 'fulfilled': 0, 'time': 253}"
254,stockout,"{'warehouse_id': 1, 'requested': 187, 'fulfilled': 0, 'time': 254}"
255,stockout,"{'warehouse_id': 1, 'requested': 181, 'fulfilled': 0, 'time': 255}"
256,stockout,"{'warehouse_id': 1, 'requested': 179, 'fulfilled': 0, 'time': 256}"
257,stockout,"{'warehouse_id': 2, 'requested': 219, 'fulfilled': 0, 'time': 257}"
258,kpi_update,"{'time': 258, 'total_inventory': 0, 'total_stockouts': 57888, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.014135358833747724, 'network_efficiency': 58718.0}"
258,stockout,"{'warehouse_id': 2, 'requested': 352, 'fulfilled': 0, 'time': 258}"
259,stockout,"{'warehouse_id': 1, 'requested': 251, 'fulfilled': 0, 'time': 259}"
260,stockout,"{'warehouse_id': 2, 'requested': 177, 'fulfilled': 0, 'time': 260}"
261,stockout,"{'warehouse_id': 3, 'requested': 162, 'fulfilled': 0, 'time': 261}"
262,stockout,"{'warehouse_id': 3, 'requested': 172, 'fulfilled': 0, 'time': 262}"
263,stockout,"{'warehouse_id': 3, 'requested': 119, 'fulfilled': 0, 'time': 263}"
264,kpi_update,"{'time': 264, 'total_inventory': 0, 'total_stockouts': 59121, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.013844639789161173, 'network_efficiency': 59951.0}"
264,stockout,"{'warehouse_id': 1, 'requested': 105, 'fulfilled': 0, 'time': 264}"
265,stockout,"{'warehouse_id': 2, 'requested': 99, 'fulfilled': 0, 'time': 265}"
266,stockout,"{'warehouse_id': 2, 'requested': 83, 'fulfilled': 0, 'time': 266}"
267,stockout,"{'warehouse_id': 1, 'requested': 42, 'fulfilled': 0, 'time': 267}"
268,stockout,"{'warehouse_id': 2, 'requested': 30, 'fulfilled': 0, 'time': 268}"
269,stockout,"{'warehouse_id': 1, 'requested': 35, 'fulfilled': 0, 'time': 269}"
270,kpi_update,"{'time': 270, 'total_inventory': 0, 'total_stockouts': 59515, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.013754246416438853, 'network_efficiency': 60345.0}"
270,stockout,"{'warehouse_id': 2, 'requested': 92, 'fulfilled': 0, 'time': 270}"
271,stockout,"{'warehouse_id': 2, 'requested': 189, 'fulfilled': 0, 'time': 271}"
272,stockout,"{'warehouse_id': 2, 'requested': 419, 'fulfilled': 0, 'time': 272}"
273,stockout,"{'warehouse_id': 3, 'requested': 196, 'fulfilled': 0, 'time': 273}"
274,stockout,"{'warehouse_id': 2, 'requested': 119, 'fulfilled': 0, 'time': 274}"
275,stockout,"{'warehouse_id': 3, 'requested': 140, 'fulfilled': 0, 'time': 275}"
276,kpi_update,"{'time': 276, 'total_inventory': 0, 'total_stockouts': 60670, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.013495934959349642, 'network_efficiency': 61500.0}"
276,stockout,"{'warehouse_id': 1, 'requested': 178, 'fulfilled': 0, 'time': 276}"
277,stockout,"{'warehouse_id': 3, 'requested': 177, 'fulfilled': 0, 'time': 277}"
278,stockout,"{'warehouse_id': 2, 'requested': 173, 'fulfilled': 0, 'time': 278}"
279,stockout,"{'warehouse_id': 1, 'requested': 177, 'fulfilled': 0, 'time': 279}"
280,stockout,"{'warehouse_id': 2, 'requested': 196, 'fulfilled': 0, 'time': 280}"
281,stockout,"{'warehouse_id': 3, 'requested': 259, 'fulfilled': 0, 'time': 281}"
282,kpi_update,"{'time': 282, 'total_inventory': 0, 'total_stockouts': 61830, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.01324609000957544, 'network_efficiency': 62660.0}"
282,stockout,"{'warehouse_id': 1, 'requested': 405, 'fulfilled': 0, 'time': 282}"
283,stockout,"{'warehouse_id': 1, 'requested': 273, 'fulfilled': 0, 'time': 283}"
284,stockout,"{'warehouse_id': 2, 'requested': 210, 'fulfilled': 0, 'time': 284}"
285,stockout,"{'warehouse_id': 3, 'requested': 184, 'fulfilled': 0, 'time': 285}"
286,stockout,"{'warehouse_id': 2, 'requested': 186, 'fulfilled': 0, 'time': 286}"
287,stockout,"{'warehouse_id': 2, 'requested': 144, 'fulfilled': 0, 'time': 287}"
288,kpi_update,"{'time': 288, 'total_inventory': 0, 'total_stockouts': 63232, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.012956198682526288, 'network_efficiency': 64062.0}"
288,stockout,"{'warehouse_id': 1, 'requested': 152, 'fulfilled': 0, 'time': 288}"
289,stockout,"{'warehouse_id': 1, 'requested': 168, 'fulfilled': 0, 'time': 289}"
290,stockout,"{'warehouse_id': 3, 'requested': 145, 'fulfilled': 0, 'time': 290}"
291,stockout,"{'warehouse_id': 1, 'requested': 77, 'fulfilled': 0, 'time': 291}"
292,stockout,"{'warehouse_id': 1, 'requested': 47, 'fulfilled': 0, 'time': 292}"
293,stockout,"{'warehouse_id': 1, 'requested': 40, 'fulfilled': 0, 'time': 293}"
294,kpi_update,"{'time': 294, 'total_inventory': 0, 'total_stockouts': 63861, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.012830223678718777, 'network_efficiency': 64691.0}"
294,stockout,"{'warehouse_id': 1, 'requested': 42, 'fulfilled': 0, 'time': 294}"
295,stockout,"{'warehouse_id': 2, 'requested': 43, 'fulfilled': 0, 'time': 295}"
296,stockout,"{'warehouse_id': 3, 'requested': 67, 'fulfilled': 0, 'time': 296}"
297,stockout,"{'warehouse_id': 2, 'requested': 102, 'fulfilled': 0, 'time': 297}"
298,stockout,"{'warehouse_id': 1, 'requested': 106, 'fulfilled': 0, 'time': 298}"
299,stockout,"{'warehouse_id': 1, 'requested': 133, 'fulfilled': 0, 'time': 299}"
300,kpi_update,"{'time': 300, 'total_inventory': 0, 'total_stockouts': 64354, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.01273318605792828, 'network_efficiency': 65184.0}"
300,stockout,"{'warehouse_id': 1, 'requested': 174, 'fulfilled': 0, 'time': 300}"
301,stockout,"{'warehouse_id': 3, 'requested': 212, 'fulfilled': 0, 'time': 301}"
302,stockout,"{'warehouse_id': 2, 'requested': 215, 'fulfilled': 0, 'time': 302}"
303,stockout,"{'warehouse_id': 1, 'requested': 251, 'fulfilled': 0, 'time': 303}"
304,stockout,"{'warehouse_id': 1, 'requested': 249, 'fulfilled': 0, 'time': 304}"
305,stockout,"{'warehouse_id': 2, 'requested': 277, 'fulfilled': 0, 'time': 305}"
306,kpi_update,"{'time': 306, 'total_inventory': 0, 'total_stockouts': 65732, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.012469577236260965, 'network_efficiency': 66562.0}"
306,stockout,"{'warehouse_id': 2, 'requested': 223, 'fulfilled': 0, 'time': 306}"
307,stockout,"{'warehouse_id': 1, 'requested': 167, 'fulfilled': 0, 'time': 307}"
308,stockout,"{'warehouse_id': 3, 'requested': 158, 'fulfilled': 0, 'time': 308}"
309,stockout,"{'warehouse_id': 1, 'requested': 156, 'fulfilled': 0, 'time': 309}"
310,stockout,"{'warehouse_id': 3, 'requested': 168, 'fulfilled': 0, 'time': 310}"
311,stockout,"{'warehouse_id': 3, 'requested': 131, 'fulfilled': 0, 'time': 311}"
312,kpi_update,"{'time': 312, 'total_inventory': 0, 'total_stockouts': 66735, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.012284466809738825, 'network_efficiency': 67565.0}"
312,stockout,"{'warehouse_id': 1, 'requested': 149, 'fulfilled': 0, 'time': 312}"
313,stockout,"{'warehouse_id': 3, 'requested': 150, 'fulfilled': 0, 'time': 313}"
314,stockout,"{'warehouse_id': 3, 'requested': 111, 'fulfilled': 0, 'time': 314}"
315,stockout,"{'warehouse_id': 2, 'requested': 79, 'fulfilled': 0, 'time': 315}"
316,stockout,"{'warehouse_id': 1, 'requested': 48, 'fulfilled': 0, 'time': 316}"
317,stockout,"{'warehouse_id': 2, 'requested': 29, 'fulfilled': 0, 'time': 317}"
318,kpi_update,"{'time': 318, 'total_inventory': 0, 'total_stockouts': 67301, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.012182413292040284, 'network_efficiency': 68131.0}"
318,stockout,"{'warehouse_id': 3, 'requested': 49, 'fulfilled': 0, 'time': 318}"
319,stockout,"{'warehouse_id': 3, 'requested': 59, 'fulfilled': 0, 'time': 319}"
320,stockout,"{'warehouse_id': 2, 'requested': 81, 'fulfilled': 0, 'time': 320}"
321,stockout,"{'warehouse_id': 2, 'requested': 118, 'fulfilled': 0, 'time': 321}"
322,stockout,"{'warehouse_id': 3, 'requested': 134, 'fulfilled': 0, 'time': 322}"
323,stockout,"{'warehouse_id': 2, 'requested': 174, 'fulfilled': 0, 'time': 323}"
324,kpi_update,"{'time': 324, 'total_inventory': 0, 'total_stockouts': 67916, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.012073429726820462, 'network_efficiency': 68746.0}"
324,stockout,"{'warehouse_id': 1, 'requested': 226, 'fulfilled': 0, 'time': 324}"
325,stockout,"{'warehouse_id': 3, 'requested': 272, 'fulfilled': 0, 'time': 325}"
326,stockout,"{'warehouse_id': 2, 'requested': 304, 'fulfilled': 0, 'time': 326}"
327,stockout,"{'warehouse_id': 3, 'requested': 353, 'fulfilled': 0, 'time': 327}"
328,stockout,"{'warehouse_id': 2, 'requested': 366, 'fulfilled': 0, 'time': 328}"
329,stockout,"{'warehouse_id': 1, 'requested': 302, 'fulfilled': 0, 'time': 329}"
330,kpi_update,"{'time': 330, 'total_inventory': 0, 'total_stockouts': 69739, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.011761538352534351, 'network_efficiency': 70569.0}"
330,stockout,"{'warehouse_id': 2, 'requested': 250, 'fulfilled': 0, 'time': 330}"
331,stockout,"{'warehouse_id': 2, 'requested': 208, 'fulfilled': 0, 'time': 331}"
332,stockout,"{'warehouse_id': 2, 'requested': 210, 'fulfilled': 0, 'time': 332}"
333,stockout,"{'warehouse_id': 1, 'requested': 213, 'fulfilled': 0, 'time': 333}"
334,stockout,"{'warehouse_id': 3, 'requested': 196, 'fulfilled': 0, 'time': 334}"
335,stockout,"{'warehouse_id': 1, 'requested': 144, 'fulfilled': 0, 'time': 335}"
336,kpi_update,"{'time': 336, 'total_inventory': 0, 'total_stockouts': 70960, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.011561498815991111, 'network_efficiency': 71790.0}"
336,stockout,"{'warehouse_id': 3, 'requested': 171, 'fulfilled': 0, 'time': 336}"
337,stockout,"{'warehouse_id': 3, 'requested': 122, 'fulfilled': 0, 'time': 337}"
338,stockout,"{'warehouse_id': 2, 'requested': 74, 'fulfilled': 0, 'time': 338}"
339,stockout,"{'warehouse_id': 3, 'requested': 58, 'fulfilled': 0, 'time': 339}"
340,stockout,"{'warehouse_id': 3, 'requested': 38, 'fulfilled': 0, 'time': 340}"
341,stockout,"{'warehouse_id': 1, 'requested': 55, 'fulfilled': 0, 'time': 341}"
342,kpi_update,"{'time': 342, 'total_inventory': 0, 'total_stockouts': 71478, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.01147867455883167, 'network_efficiency': 72308.0}"
342,stockout,"{'warehouse_id': 2, 'requested': 82, 'fulfilled': 0, 'time': 342}"
343,stockout,"{'warehouse_id': 3, 'requested': 209, 'fulfilled': 0, 'time': 343}"
344,stockout,"{'warehouse_id': 3, 'requested': 444, 'fulfilled': 0, 'time': 344}"
345,stockout,"{'warehouse_id': 1, 'requested': 303, 'fulfilled': 0, 'time': 345}"
346,stockout,"{'warehouse_id': 1, 'requested': 212, 'fulfilled': 0, 'time': 346}"
347,stockout,"{'warehouse_id': 3, 'requested': 254, 'fulfilled': 0, 'time': 347}"
348,kpi_update,"{'time': 348, 'total_inventory': 0, 'total_stockouts': 72982, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.011244784045954637, 'network_efficiency': 73812.0}"
348,stockout,"{'warehouse_id': 3, 'requested': 311, 'fulfilled': 0, 'time': 348}"
349,stockout,"{'warehouse_id': 2, 'requested': 309, 'fulfilled': 0, 'time': 349}"
350,stockout,"{'warehouse_id': 2, 'requested': 306, 'fulfilled': 0, 'time': 350}"
351,stockout,"{'warehouse_id': 1, 'requested': 349, 'fulfilled': 0, 'time': 351}"
352,stockout,"{'warehouse_id': 1, 'requested': 365, 'fulfilled': 0, 'time': 352}"
353,stockout,"{'warehouse_id': 1, 'requested': 455, 'fulfilled': 0, 'time': 353}"
354,kpi_update,"{'time': 354, 'total_inventory': 0, 'total_stockouts': 75077, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.010934432924499693, 'network_efficiency': 75907.0}"
354,stockout,"{'warehouse_id': 2, 'requested': 555, 'fulfilled': 0, 'time': 354}"
355,stockout,"{'warehouse_id': 1, 'requested': 444, 'fulfilled': 0, 'time': 355}"
356,stockout,"{'warehouse_id': 1, 'requested': 321, 'fulfilled': 0, 'time': 356}"
357,stockout,"{'warehouse_id': 2, 'requested': 334, 'fulfilled': 0, 'time': 357}"
358,stockout,"{'warehouse_id': 3, 'requested': 333, 'fulfilled': 0, 'time': 358}"
359,stockout,"{'warehouse_id': 3, 'requested': 230, 'fulfilled': 0, 'time': 359}"
360,kpi_update,"{'time': 360, 'total_inventory': 0, 'total_stockouts': 77294, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.01062413598894063, 'network_efficiency': 78124.0}"
360,stockout,"{'warehouse_id': 3, 'requested': 212, 'fulfilled': 0, 'time': 360}"
361,stockout,"{'warehouse_id': 1, 'requested': 207, 'fulfilled': 0, 'time': 361}"
362,stockout,"{'warehouse_id': 1, 'requested': 141, 'fulfilled': 0, 'time': 362}"
363,stockout,"{'warehouse_id': 3, 'requested': 81, 'fulfilled': 0, 'time': 363}"
364,stockout,"{'warehouse_id': 2, 'requested': 51, 'fulfilled': 0, 'time': 364}"
365,stockout,"{'warehouse_id': 1, 'requested': 58, 'fulfilled': 0, 'time': 365}"
366,kpi_update,"{'time': 366, 'total_inventory': 0, 'total_stockouts': 78044, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.010523112812840685, 'network_efficiency': 78874.0}"
366,stockout,"{'warehouse_id': 2, 'requested': 140, 'fulfilled': 0, 'time': 366}"
367,stockout,"{'warehouse_id': 3, 'requested': 318, 'fulfilled': 0, 'time': 367}"
368,stockout,"{'warehouse_id': 3, 'requested': 650, 'fulfilled': 0, 'time': 368}"
369,stockout,"{'warehouse_id': 3, 'requested': 376, 'fulfilled': 0, 'time': 369}"
370,stockout,"{'warehouse_id': 3, 'requested': 221, 'fulfilled': 0, 'time': 370}"
371,stockout,"{'warehouse_id': 2, 'requested': 256, 'fulfilled': 0, 'time': 371}"
372,kpi_update,"{'time': 372, 'total_inventory': 0, 'total_stockouts': 80005, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.010267829529288064, 'network_efficiency': 80835.0}"
372,stockout,"{'warehouse_id': 1, 'requested': 276, 'fulfilled': 0, 'time': 372}"
373,stockout,"{'warehouse_id': 1, 'requested': 296, 'fulfilled': 0, 'time': 373}"
374,stockout,"{'warehouse_id': 1, 'requested': 276, 'fulfilled': 0, 'time': 374}"
375,stockout,"{'warehouse_id': 3, 'requested': 250, 'fulfilled': 0, 'time': 375}"
376,stockout,"{'warehouse_id': 1, 'requested': 277, 'fulfilled': 0, 'time': 376}"
377,stockout,"{'warehouse_id': 3, 'requested': 381, 'fulfilled': 0, 'time': 377}"
378,kpi_update,"{'time': 378, 'total_inventory': 0, 'total_stockouts': 81761, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.01004952113426405, 'network_efficiency': 82591.0}"
378,stockout,"{'warehouse_id': 2, 'requested': 592, 'fulfilled': 0, 'time': 378}"
379,stockout,"{'warehouse_id': 1, 'requested': 409, 'fulfilled': 0, 'time': 379}"
380,stockout,"{'warehouse_id': 1, 'requested': 332, 'fulfilled': 0, 'time': 380}"
381,stockout,"{'warehouse_id': 3, 'requested': 342, 'fulfilled': 0, 'time': 381}"
382,stockout,"{'warehouse_id': 1, 'requested': 321, 'fulfilled': 0, 'time': 382}"
383,stockout,"{'warehouse_id': 2, 'requested': 242, 'fulfilled': 0, 'time': 383}"
384,kpi_update,"{'time': 384, 'total_inventory': 0, 'total_stockouts': 83999, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.00978438977236562, 'network_efficiency': 84829.0}"
384,stockout,"{'warehouse_id': 3, 'requested': 204, 'fulfilled': 0, 'time': 384}"
385,stockout,"{'warehouse_id': 1, 'requested': 183, 'fulfilled': 0, 'time': 385}"
386,stockout,"{'warehouse_id': 3, 'requested': 140, 'fulfilled': 0, 'time': 386}"
387,stockout,"{'warehouse_id': 1, 'requested': 75, 'fulfilled': 0, 'time': 387}"
388,stockout,"{'warehouse_id': 3, 'requested': 55, 'fulfilled': 0, 'time': 388}"
389,stockout,"{'warehouse_id': 1, 'requested': 72, 'fulfilled': 0, 'time': 389}"
390,kpi_update,"{'time': 390, 'total_inventory': 0, 'total_stockouts': 84728, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.009701021529255005, 'network_efficiency': 85558.0}"
390,stockout,"{'warehouse_id': 3, 'requested': 115, 'fulfilled': 0, 'time': 390}"
391,stockout,"{'warehouse_id': 1, 'requested': 272, 'fulfilled': 0, 'time': 391}"
392,stockout,"{'warehouse_id': 3, 'requested': 537, 'fulfilled': 0, 'time': 392}"
393,stockout,"{'warehouse_id': 2, 'requested': 337, 'fulfilled': 0, 'time': 393}"
394,stockout,"{'warehouse_id': 2, 'requested': 212, 'fulfilled': 0, 'time': 394}"
395,stockout,"{'warehouse_id': 3, 'requested': 270, 'fulfilled': 0, 'time': 395}"
