Date,Hour,Seasons,Rented Bike Count,Temperature(°C),Humidity(%),Wind speed (m/s),Rainfall(mm),Snowfall (cm),is_weekend,is_holiday,warehouse_id
2018-02-03,18,Winter,175,-6.6,36.0,4.4,0.0,0.0,1,0,1
2018-02-03,19,Winter,135,-7.6,32.0,4.8,0.0,0.0,1,0,3
2018-02-03,20,Winter,109,-8.5,31.0,4.1,0.0,0.0,1,0,2
2018-02-03,21,Winter,107,-9.1,38.0,2.7,0.0,0.0,1,0,1
2018-02-03,22,Winter,92,-9.7,45.0,3.0,0.0,0.0,1,0,1
2018-02-03,23,Winter,91,-10.0,48.0,2.6,0.0,0.0,1,0,2
2018-02-04,0,Winter,98,-10.4,49.0,2.4,0.0,0.0,1,0,2
2018-02-04,1,Winter,90,-10.5,48.0,3.1,0.0,0.0,1,0,1
2018-02-04,2,Winter,60,-10.5,49.0,2.0,0.0,0.0,1,0,2
2018-02-04,3,Winter,54,-10.6,47.0,3.7,0.0,0.0,1,0,3
2018-02-04,4,Winter,35,-11.2,47.0,2.3,0.0,0.0,1,0,3
2018-02-04,5,Winter,21,-11.5,51.0,3.3,0.0,0.0,1,0,3
2018-02-04,6,Winter,23,-11.8,54.0,2.4,0.0,0.0,1,0,1
2018-02-04,7,Winter,34,-12.4,54.0,2.5,0.0,0.0,1,0,1
2018-02-04,8,Winter,70,-12.8,56.0,2.4,0.0,0.0,1,0,1
2018-02-04,9,Winter,97,-12.4,51.0,3.8,0.0,0.0,1,0,1
2018-02-04,10,Winter,103,-11.2,43.0,3.5,0.0,0.0,1,0,3
2018-02-04,11,Winter,115,-9.7,37.0,2.8,0.0,0.0,1,0,3
2018-02-04,12,Winter,165,-8.3,32.0,1.8,0.0,0.0,1,0,2
2018-02-04,13,Winter,152,-8.3,34.0,4.0,0.0,0.0,1,0,1
2018-02-04,14,Winter,177,-7.4,33.0,4.0,0.0,0.0,1,0,1
2018-02-04,15,Winter,190,-6.4,30.0,4.9,0.0,0.0,1,0,3
2018-02-04,16,Winter,181,-5.4,29.0,3.6,0.0,0.0,1,0,1
2018-02-04,17,Winter,184,-5.9,27.0,3.6,0.0,0.0,1,0,1
2018-02-04,18,Winter,154,-7.0,26.0,4.1,0.0,0.0,1,0,1
2018-02-04,19,Winter,124,-7.7,31.0,3.3,0.0,0.0,1,0,1
2018-02-04,20,Winter,98,-8.2,28.0,3.5,0.0,0.0,1,0,1
2018-02-04,21,Winter,107,-8.9,35.0,3.2,0.0,0.0,1,0,1
2018-02-04,22,Winter,78,-9.7,45.0,1.3,0.0,0.0,1,0,3
2018-02-04,23,Winter,77,-10.3,48.0,2.0,0.0,0.0,1,0,3
2018-02-05,0,Winter,82,-10.5,52.0,2.4,0.0,0.0,0,0,2
2018-02-05,1,Winter,52,-11.2,54.0,1.0,0.0,0.0,0,0,3
2018-02-05,2,Winter,39,-11.2,55.0,1.5,0.0,0.0,0,0,2
2018-02-05,3,Winter,33,-11.3,54.0,0.6,0.0,0.0,0,0,2
2018-02-05,4,Winter,20,-11.7,51.0,1.2,0.0,0.0,0,0,3
2018-02-05,5,Winter,37,-11.6,45.0,2.4,0.0,0.0,0,0,1
2018-02-05,6,Winter,110,-11.5,40.0,2.3,0.0,0.0,0,0,3
2018-02-05,7,Winter,227,-11.6,44.0,1.6,0.0,0.0,0,0,1
2018-02-05,8,Winter,433,-11.5,40.0,2.8,0.0,0.0,0,0,1
2018-02-05,9,Winter,216,-11.1,38.0,2.4,0.0,0.0,0,0,3
2018-02-05,10,Winter,123,-9.6,32.0,3.7,0.0,0.0,0,0,2
2018-02-05,11,Winter,156,-8.5,27.0,4.7,0.0,0.0,0,0,3
2018-02-05,12,Winter,157,-7.8,28.0,4.1,0.0,0.0,0,0,2
2018-02-05,13,Winter,169,-7.0,25.0,4.2,0.0,0.0,0,0,2
2018-02-05,14,Winter,170,-6.4,24.0,4.6,0.0,0.0,0,0,1
2018-02-05,15,Winter,169,-5.7,25.0,4.4,0.0,0.0,0,0,2
2018-02-05,16,Winter,199,-5.4,25.0,3.4,0.0,0.0,0,0,3
2018-02-05,17,Winter,225,-6.4,28.0,4.5,0.0,0.0,0,0,3
2018-02-05,18,Winter,388,-7.6,29.0,3.5,0.0,0.0,0,0,1
2018-02-05,19,Winter,246,-8.3,29.0,4.1,0.0,0.0,0,0,1
2018-02-05,20,Winter,206,-9.1,35.0,3.8,0.0,0.0,0,0,3
2018-02-05,21,Winter,177,-9.8,41.0,3.9,0.0,0.0,0,0,2
2018-02-05,22,Winter,183,-10.3,43.0,3.7,0.0,0.0,0,0,2
2018-02-05,23,Winter,115,-10.5,47.0,2.8,0.0,0.0,0,0,1
2018-02-06,0,Winter,126,-10.6,47.0,3.5,0.0,0.0,0,0,1
2018-02-06,1,Winter,87,-10.9,36.0,3.3,0.0,0.0,0,0,2
2018-02-06,2,Winter,59,-11.2,36.0,2.9,0.0,0.0,0,0,1
2018-02-06,3,Winter,36,-11.6,35.0,3.2,0.0,0.0,0,0,2
2018-02-06,4,Winter,32,-12.0,36.0,2.7,0.0,0.0,0,0,1
2018-02-06,5,Winter,40,-12.3,37.0,2.9,0.0,0.0,0,0,3
2018-02-06,6,Winter,94,-12.5,40.0,3.4,0.0,0.0,0,0,1
2018-02-06,7,Winter,213,-12.7,41.0,3.7,0.0,0.0,0,0,2
2018-02-06,8,Winter,438,-12.7,41.0,3.1,0.0,0.0,0,0,3
2018-02-06,9,Winter,217,-12.3,39.0,3.7,0.0,0.0,0,0,1
2018-02-06,10,Winter,128,-11.3,35.0,4.2,0.0,0.0,0,0,1
2018-02-06,11,Winter,175,-9.9,32.0,3.3,0.0,0.0,0,0,3
2018-02-06,12,Winter,172,-8.2,31.0,2.7,0.0,0.0,0,0,1
2018-02-06,13,Winter,165,-7.5,28.0,4.3,0.0,0.0,0,0,2
2018-02-06,14,Winter,147,-7.0,26.0,4.4,0.0,0.0,0,0,2
2018-02-06,15,Winter,171,-5.9,25.0,3.1,0.0,0.0,0,0,1
2018-02-06,16,Winter,175,-5.9,24.0,3.5,0.0,0.0,0,0,1
2018-02-06,17,Winter,227,-6.6,29.0,2.5,0.0,0.0,0,0,2
2018-02-06,18,Winter,392,-7.6,36.0,3.3,0.0,0.0,0,0,3
2018-02-06,19,Winter,251,-8.4,37.0,4.0,0.0,0.0,0,0,1
2018-02-06,20,Winter,193,-9.6,34.0,2.6,0.0,0.0,0,0,3
2018-02-06,21,Winter,175,-10.6,39.0,3.1,0.0,0.0,0,0,1
2018-02-06,22,Winter,169,-11.1,43.0,1.8,0.0,0.0,0,0,3
2018-02-06,23,Winter,106,-11.8,46.0,1.1,0.0,0.0,0,0,3
2018-02-07,0,Winter,116,-12.3,47.0,0.4,0.0,0.0,0,0,2
2018-02-07,1,Winter,96,-12.3,47.0,1.9,0.0,0.0,0,0,3
2018-02-07,2,Winter,83,-12.5,50.0,1.0,0.0,0.0,0,0,1
2018-02-07,3,Winter,51,-12.5,49.0,1.5,0.0,0.0,0,0,1
2018-02-07,4,Winter,34,-13.1,54.0,0.7,0.0,0.0,0,0,2
2018-02-07,5,Winter,45,-13.0,53.0,0.7,0.0,0.0,0,0,1
2018-02-07,6,Winter,92,-13.2,50.0,0.5,0.0,0.0,0,0,3
2018-02-07,7,Winter,214,-13.2,56.0,0.9,0.0,0.0,0,0,1
2018-02-07,8,Winter,469,-13.3,60.0,0.6,0.0,0.0,0,0,1
2018-02-07,9,Winter,237,-12.0,50.0,1.3,0.0,0.0,0,0,3
2018-02-07,10,Winter,155,-9.6,39.0,0.7,0.0,0.0,0,0,3
2018-02-07,11,Winter,176,-7.0,28.0,3.3,0.0,0.0,0,0,1
2018-02-07,12,Winter,188,-6.0,24.0,2.6,0.0,0.0,0,0,1
2018-02-07,13,Winter,228,-4.5,23.0,2.6,0.0,0.0,0,0,3
2018-02-07,14,Winter,199,-3.5,20.0,1.5,0.0,0.0,0,0,1
2018-02-07,15,Winter,221,-2.1,20.0,2.3,0.0,0.0,0,0,1
2018-02-07,16,Winter,240,-1.7,18.0,2.0,0.0,0.0,0,0,2
2018-02-07,17,Winter,320,-2.3,20.0,2.2,0.0,0.0,0,0,3
2018-02-07,18,Winter,448,-4.0,27.0,2.5,0.0,0.0,0,0,2
2018-02-07,19,Winter,280,-5.2,33.0,2.6,0.0,0.0,0,0,3
2018-02-07,20,Winter,218,-5.8,44.0,2.1,0.0,0.0,0,0,2
2018-02-07,21,Winter,223,-6.3,48.0,2.2,0.0,0.0,0,0,1
2018-02-07,22,Winter,200,-6.8,50.0,1.7,0.0,0.0,0,0,2
2018-02-07,23,Winter,164,-7.6,50.0,1.0,0.0,0.0,0,0,2
2018-02-08,0,Winter,136,-8.2,50.0,1.1,0.0,0.0,0,0,1
2018-02-08,1,Winter,126,-8.5,60.0,1.2,0.0,0.0,0,0,3
2018-02-08,2,Winter,103,-8.3,65.0,0.4,0.0,0.0,0,0,3
2018-02-08,3,Winter,57,-8.6,64.0,0.9,0.0,0.0,0,0,3
2018-02-08,4,Winter,46,-9.0,54.0,0.6,0.0,0.0,0,0,2
2018-02-08,5,Winter,39,-9.0,56.0,0.4,0.0,0.0,0,0,3
2018-02-08,6,Winter,99,-9.3,61.0,0.7,0.0,0.0,0,0,2
2018-02-08,7,Winter,255,-9.6,67.0,1.0,0.0,0.0,0,0,2
2018-02-08,8,Winter,507,-9.7,65.0,0.8,0.0,0.0,0,0,1
2018-02-08,9,Winter,270,-8.5,55.0,1.0,0.0,0.0,0,0,2
2018-02-08,10,Winter,160,-6.3,46.0,1.3,0.0,0.0,0,0,3
2018-02-08,11,Winter,217,-3.1,39.0,1.2,0.0,0.0,0,0,3
2018-02-08,12,Winter,253,-1.5,35.0,1.2,0.0,0.0,0,0,2
2018-02-08,13,Winter,270,0.3,30.0,1.4,0.0,0.0,0,0,1
2018-02-08,14,Winter,253,0.9,25.0,2.4,0.0,0.0,0,0,2
2018-02-08,15,Winter,286,1.4,25.0,2.2,0.0,0.0,0,0,2
2018-02-08,16,Winter,284,2.0,25.0,2.3,0.0,0.0,0,0,2
2018-02-08,17,Winter,337,1.5,24.0,1.9,0.0,0.0,0,0,1
2018-02-08,18,Winter,564,-0.5,26.0,1.7,0.0,0.0,0,0,2
2018-02-08,19,Winter,378,-1.8,35.0,1.4,0.0,0.0,0,0,1
2018-02-08,20,Winter,277,-2.8,40.0,1.5,0.0,0.0,0,0,1
2018-02-08,21,Winter,268,-3.3,42.0,1.1,0.0,0.0,0,0,1
2018-02-08,22,Winter,233,-3.9,41.0,0.4,0.0,0.0,0,0,2
2018-02-08,23,Winter,195,-4.3,44.0,0.7,0.0,0.0,0,0,1
2018-02-09,0,Winter,178,-4.6,38.0,0.1,0.0,0.0,0,0,3
2018-02-09,1,Winter,159,-4.8,44.0,1.1,0.0,0.0,0,0,3
2018-02-09,2,Winter,107,-5.1,47.0,0.9,0.0,0.0,0,0,1
2018-02-09,3,Winter,78,-5.2,48.0,0.7,0.0,0.0,0,0,1
2018-02-09,4,Winter,46,-4.4,47.0,0.9,0.0,0.0,0,0,3
2018-02-09,5,Winter,36,-4.2,44.0,1.1,0.0,0.0,0,0,1
2018-02-09,6,Winter,117,-4.0,41.0,0.8,0.0,0.0,0,0,2
2018-02-09,7,Winter,273,-3.6,42.0,0.9,0.0,0.0,0,0,3
2018-02-09,8,Winter,589,-3.3,39.0,0.9,0.0,0.0,0,0,2
2018-02-09,9,Winter,308,-2.4,36.0,1.2,0.0,0.0,0,0,1
2018-02-09,10,Winter,199,-1.3,34.0,0.5,0.0,0.0,0,0,1
2018-02-09,11,Winter,238,-0.2,31.0,0.8,0.0,0.0,0,0,2
2018-02-09,12,Winter,260,1.6,28.0,0.5,0.0,0.0,0,0,2
2018-02-09,13,Winter,268,2.6,27.0,0.8,0.0,0.0,0,0,2
2018-02-09,14,Winter,283,4.0,25.0,0.9,0.0,0.0,0,0,2
2018-02-09,15,Winter,315,5.0,24.0,1.0,0.0,0.0,0,0,2
2018-02-09,16,Winter,319,6.0,28.0,1.7,0.0,0.0,0,0,2
2018-02-09,17,Winter,422,4.8,38.0,3.0,0.0,0.0,0,0,2
2018-02-09,18,Winter,659,4.1,40.0,2.1,0.0,0.0,0,0,1
2018-02-09,19,Winter,407,3.3,58.0,1.7,0.0,0.0,0,0,3
2018-02-09,20,Winter,308,3.0,61.0,1.9,0.0,0.0,0,0,1
2018-02-09,21,Winter,243,2.9,63.0,1.0,0.0,0.0,0,0,1
2018-02-09,22,Winter,263,2.5,66.0,1.1,0.0,0.0,0,0,2
2018-02-09,23,Winter,193,2.0,70.0,0.7,0.0,0.0,0,0,3
2018-02-10,0,Winter,197,1.5,71.0,1.1,0.0,0.0,1,0,3
2018-02-10,1,Winter,237,1.7,71.0,1.2,0.0,0.0,1,0,3
2018-02-10,2,Winter,169,1.9,71.0,1.5,0.0,0.0,1,0,2
2018-02-10,3,Winter,145,2.0,71.0,1.2,0.0,0.0,1,0,3
2018-02-10,4,Winter,79,1.9,74.0,1.2,0.0,0.0,1,0,1
2018-02-10,5,Winter,41,1.8,75.0,2.0,0.0,0.0,1,0,3
2018-02-10,6,Winter,48,1.6,78.0,1.6,0.0,0.0,1,0,2
2018-02-10,7,Winter,97,1.6,81.0,1.4,0.0,0.0,1,0,1
2018-02-10,8,Winter,188,1.6,82.0,1.3,0.0,0.0,1,0,1
2018-02-10,9,Winter,222,1.6,78.0,2.0,0.0,0.0,1,0,2
2018-02-10,10,Winter,223,1.8,73.0,2.8,0.0,0.0,1,0,1
2018-02-10,11,Winter,235,2.6,62.0,2.9,0.0,0.0,1,0,2
2018-02-10,12,Winter,248,2.9,53.0,4.7,0.0,0.0,1,0,1
2018-02-10,13,Winter,296,2.8,31.0,4.0,0.0,0.0,1,0,2
2018-02-10,14,Winter,286,2.2,24.0,4.5,0.0,0.0,1,0,1
2018-02-10,15,Winter,277,2.0,20.0,4.1,0.0,0.0,1,0,1
2018-02-10,16,Winter,291,0.3,17.0,4.9,0.0,0.0,1,0,2
2018-02-10,17,Winter,277,-0.9,19.0,5.0,0.0,0.0,1,0,1
2018-02-10,18,Winter,216,-2.0,15.0,5.6,0.0,0.0,1,0,3
2018-02-10,19,Winter,151,-3.1,14.0,5.1,0.0,0.0,1,0,1
2018-02-10,20,Winter,132,-4.4,19.0,5.8,0.0,0.0,1,0,3
2018-02-10,21,Winter,124,-5.6,28.0,4.1,0.0,0.0,1,0,3
2018-02-10,22,Winter,128,-6.2,32.0,3.5,0.0,0.0,1,0,2
2018-02-10,23,Winter,118,-6.7,35.0,2.1,0.0,0.0,1,0,3
2018-02-11,0,Winter,112,-6.9,36.0,2.1,0.0,0.0,1,0,1
2018-02-11,1,Winter,95,-7.0,38.0,2.6,0.0,0.0,1,0,1
2018-02-11,2,Winter,93,-7.0,42.0,1.6,0.0,0.0,1,0,3
2018-02-11,3,Winter,58,-7.2,43.0,2.0,0.0,0.0,1,0,2
2018-02-11,4,Winter,34,-7.5,42.0,2.4,0.0,0.0,1,0,3
2018-02-11,5,Winter,19,-7.8,39.0,2.8,0.0,0.0,1,0,3
2018-02-11,6,Winter,39,-8.4,33.0,1.4,0.0,0.0,1,0,1
2018-02-11,7,Winter,40,-9.2,34.0,2.0,0.0,0.0,1,0,2
2018-02-11,8,Winter,81,-9.4,29.0,1.9,0.0,0.0,1,0,1
2018-02-11,9,Winter,126,-8.6,28.0,1.5,0.0,0.0,1,0,3
2018-02-11,10,Winter,130,-6.9,21.0,3.4,0.0,0.0,1,0,2
2018-02-11,11,Winter,155,-5.0,25.0,3.2,0.0,0.0,1,0,1
2018-02-11,12,Winter,174,-3.9,28.0,2.9,0.0,0.0,1,0,3
2018-02-11,13,Winter,212,-2.4,28.0,3.0,0.0,0.0,1,0,1
2018-02-11,14,Winter,191,-2.2,29.0,4.1,0.0,0.0,1,0,1
2018-02-11,15,Winter,181,-2.6,31.0,2.7,0.0,0.0,1,0,1
2018-02-11,16,Winter,175,-3.6,36.0,4.4,0.0,0.0,1,0,1
2018-02-11,17,Winter,198,-4.2,47.0,2.7,0.0,0.0,1,0,1
2018-02-11,18,Winter,150,-4.6,56.0,3.6,0.0,0.0,1,0,3
2018-02-11,19,Winter,147,-5.2,66.0,3.1,0.0,0.0,1,0,1
2018-02-11,20,Winter,127,-5.7,67.0,2.6,0.0,0.0,1,0,2
2018-02-11,21,Winter,119,-5.6,69.0,2.2,0.0,0.0,1,0,3
2018-02-11,22,Winter,103,-5.8,57.0,3.2,0.0,0.0,1,0,3
2018-02-11,23,Winter,91,-7.0,49.0,3.4,0.0,0.0,1,0,1
2018-02-12,0,Winter,103,-7.7,52.0,3.2,0.0,0.0,0,0,2
2018-02-12,1,Winter,69,-7.9,52.0,3.7,0.0,0.0,0,0,2
2018-02-12,2,Winter,45,-8.3,49.0,2.7,0.0,0.0,0,0,1
2018-02-12,3,Winter,21,-8.5,35.0,2.7,0.0,0.0,0,0,3
2018-02-12,4,Winter,33,-8.6,31.0,3.5,0.0,0.0,0,0,1
2018-02-12,5,Winter,30,-9.2,37.0,1.1,0.0,0.0,0,0,3
2018-02-12,6,Winter,109,-9.5,36.0,1.5,0.0,0.0,0,0,1
2018-02-12,7,Winter,236,-9.5,35.0,1.1,0.0,0.0,0,0,1
2018-02-12,8,Winter,517,-9.1,33.0,2.1,0.0,0.0,0,0,2
2018-02-12,9,Winter,262,-8.4,28.0,2.2,0.0,0.0,0,0,3
2018-02-12,10,Winter,161,-6.7,23.0,2.4,0.0,0.0,0,0,1
2018-02-12,11,Winter,190,-6.1,25.0,2.8,0.0,0.0,0,0,3
2018-02-12,12,Winter,202,-4.6,32.0,4.2,0.0,0.0,0,0,1
2018-02-12,13,Winter,246,-2.7,29.0,2.9,0.0,0.0,0,0,3
2018-02-12,14,Winter,182,-2.4,30.0,3.4,0.0,0.0,0,0,1
2018-02-12,15,Winter,228,-2.1,30.0,3.9,0.0,0.0,0,0,3
2018-02-12,16,Winter,239,-2.4,33.0,4.5,0.0,0.0,0,0,1
2018-02-12,17,Winter,288,-3.1,36.0,4.4,0.0,0.0,0,0,3
2018-02-12,18,Winter,475,-4.4,46.0,3.5,0.0,0.0,0,0,3
2018-02-12,19,Winter,340,-4.9,52.0,2.0,0.0,0.0,0,0,3
2018-02-12,20,Winter,244,-4.7,55.0,1.7,0.0,0.0,0,0,3
2018-02-12,21,Winter,253,-4.3,59.0,3.0,0.0,0.0,0,0,2
2018-02-12,22,Winter,200,-4.2,57.0,1.7,0.0,0.0,0,0,1
2018-02-12,23,Winter,140,-4.4,58.0,2.4,0.0,0.0,0,0,3
2018-02-13,0,Winter,158,-5.0,60.0,1.8,0.0,0.0,0,0,2
2018-02-13,1,Winter,146,-5.5,60.0,1.3,0.0,0.0,0,0,2
2018-02-13,2,Winter,106,-6.0,58.0,2.0,0.0,0.0,0,0,2
2018-02-13,3,Winter,70,-6.2,61.0,1.3,0.0,0.0,0,0,1
2018-02-13,4,Winter,46,-6.4,62.0,1.8,0.0,0.0,0,0,1
2018-02-13,5,Winter,51,-6.7,64.0,1.6,0.0,0.0,0,0,1
2018-02-13,6,Winter,96,-7.1,70.0,1.0,0.0,0.0,0,0,1
2018-02-13,7,Winter,294,-7.2,70.0,1.9,0.0,0.0,0,0,2
2018-02-13,8,Winter,568,-7.1,68.0,0.6,0.0,0.0,0,0,1
2018-02-13,9,Winter,285,-5.9,52.0,1.4,0.0,0.0,0,0,2
2018-02-13,10,Winter,200,-2.4,41.0,1.5,0.0,0.0,0,0,1
2018-02-13,11,Winter,252,-0.3,40.0,3.4,0.0,0.0,0,0,2
2018-02-13,12,Winter,281,1.0,41.0,3.3,0.0,0.0,0,0,1
2018-02-13,13,Winter,256,2.6,40.0,3.5,0.0,0.0,0,0,3
2018-02-13,14,Winter,300,3.7,39.0,3.8,0.0,0.0,0,0,1
2018-02-13,15,Winter,295,3.7,40.0,5.3,0.0,0.0,0,0,2
2018-02-13,16,Winter,328,3.9,41.0,4.0,0.0,0.0,0,0,1
2018-02-13,17,Winter,410,3.5,46.0,3.1,0.0,0.0,0,0,1
2018-02-13,18,Winter,604,3.1,50.0,3.7,0.0,0.0,0,0,2
2018-02-13,19,Winter,406,2.4,57.0,3.2,0.0,0.0,0,0,1
2018-02-13,20,Winter,323,2.3,59.0,3.8,0.0,0.0,0,0,1
2018-02-13,21,Winter,290,2.6,57.0,3.8,0.0,0.0,0,0,1
2018-02-13,22,Winter,291,2.6,57.0,3.1,0.0,0.0,0,0,1
2018-02-13,23,Winter,211,2.4,59.0,3.2,0.0,0.0,0,0,3
2018-02-14,0,Winter,178,2.0,65.0,2.2,0.0,0.0,0,0,3
2018-02-14,1,Winter,213,1.3,67.0,1.2,0.0,0.0,0,0,2
2018-02-14,2,Winter,129,1.2,64.0,0.9,0.0,0.0,0,0,3
2018-02-14,3,Winter,101,1.1,65.0,1.0,0.0,0.0,0,0,2
2018-02-14,4,Winter,51,1.1,67.0,1.7,0.0,0.0,0,0,2
2018-02-14,5,Winter,56,1.0,68.0,0.6,0.0,0.0,0,0,1
2018-02-14,6,Winter,108,1.1,66.0,0.9,0.0,0.0,0,0,3
2018-02-14,7,Winter,292,1.3,66.0,1.1,0.0,0.0,0,0,1
2018-02-14,8,Winter,606,2.1,65.0,1.1,0.0,0.0,0,0,2
2018-02-14,9,Winter,326,3.9,64.0,2.9,0.0,0.0,0,0,1
2018-02-14,10,Winter,241,5.2,65.0,3.9,0.0,0.0,0,0,3
2018-02-14,11,Winter,288,6.3,67.0,3.5,0.0,0.0,0,0,1
2018-02-14,12,Winter,312,6.9,67.0,3.9,0.0,0.0,0,0,3
2018-02-14,13,Winter,349,7.2,65.0,3.8,0.0,0.0,0,0,2
2018-02-14,14,Winter,398,7.8,57.0,3.5,0.0,0.0,0,0,3
2018-02-14,15,Winter,461,8.7,48.0,4.1,0.0,0.0,0,0,1
2018-02-14,16,Winter,447,8.0,36.0,3.5,0.0,0.0,0,0,2
2018-02-14,17,Winter,484,6.6,34.0,2.8,0.0,0.0,0,0,3
2018-02-14,18,Winter,559,5.1,34.0,2.3,0.0,0.0,0,0,1
2018-02-14,19,Winter,316,3.9,37.0,1.4,0.0,0.0,0,0,3
2018-02-14,20,Winter,262,2.8,29.0,2.8,0.0,0.0,0,0,1
2018-02-14,21,Winter,216,1.7,27.0,3.1,0.0,0.0,0,0,2
2018-02-14,22,Winter,218,0.3,33.0,4.0,0.0,0.0,0,0,1
2018-02-14,23,Winter,160,-0.3,35.0,2.1,0.0,0.0,0,0,2
2018-02-15,0,Winter,126,-0.7,37.0,3.5,0.0,0.0,0,1,3
2018-02-15,1,Winter,123,-1.1,38.0,2.8,0.0,0.0,0,1,3
2018-02-15,2,Winter,112,-1.2,35.0,2.2,0.0,0.0,0,1,3
2018-02-15,3,Winter,74,-1.4,34.0,2.1,0.0,0.0,0,1,1
2018-02-15,4,Winter,58,-1.9,34.0,3.0,0.0,0.0,0,1,1
2018-02-15,5,Winter,32,-2.4,33.0,3.1,0.0,0.0,0,1,1
2018-02-15,6,Winter,39,-2.6,38.0,1.0,0.0,0.0,0,1,2
2018-02-15,7,Winter,55,-3.0,40.0,0.9,0.0,0.0,0,1,1
2018-02-15,8,Winter,112,-3.0,38.0,1.0,0.0,0.0,0,1,1
2018-02-15,9,Winter,112,-3.5,30.0,1.5,0.0,0.0,0,1,3
2018-02-15,10,Winter,127,-1.6,26.0,1.9,0.0,0.0,0,1,2
2018-02-15,11,Winter,170,0.1,22.0,2.0,0.0,0.0,0,1,2
2018-02-15,12,Winter,174,1.7,20.0,3.0,0.0,0.0,0,1,2
2018-02-15,13,Winter,240,2.2,18.0,3.4,0.0,0.0,0,1,1
2018-02-15,14,Winter,270,2.9,14.0,4.3,0.0,0.0,0,1,2
2018-02-15,15,Winter,276,3.8,17.0,3.2,0.0,0.0,0,1,3
2018-02-15,16,Winter,273,3.2,16.0,3.0,0.0,0.0,0,1,3
2018-02-15,17,Winter,236,2.4,17.0,3.1,0.0,0.0,0,1,2
2018-02-15,18,Winter,190,1.1,18.0,2.5,0.0,0.0,0,1,1
2018-02-15,19,Winter,166,0.1,21.0,2.9,0.0,0.0,0,1,1
2018-02-15,20,Winter,148,-0.4,27.0,2.2,0.0,0.0,0,1,1
2018-02-15,21,Winter,134,-1.1,32.0,2.4,0.0,0.0,0,1,3
2018-02-15,22,Winter,145,-1.9,30.0,0.8,0.0,0.0,0,1,1
2018-02-15,23,Winter,92,-2.5,31.0,1.4,0.0,0.0,0,1,1
2018-02-16,0,Winter,105,-3.3,35.0,1.8,0.0,0.0,0,1,1
2018-02-16,1,Winter,77,-3.6,35.0,2.0,0.0,0.0,0,1,1
2018-02-16,2,Winter,47,-4.1,38.0,1.2,0.0,0.0,0,1,1
2018-02-16,3,Winter,36,-4.4,37.0,1.7,0.0,0.0,0,1,2
2018-02-16,4,Winter,35,-4.5,42.0,1.4,0.0,0.0,0,1,1
2018-02-16,5,Winter,28,-5.0,44.0,0.9,0.0,0.0,0,1,1
2018-02-16,6,Winter,30,-5.2,42.0,0.7,0.0,0.0,0,1,1
2018-02-16,7,Winter,49,-5.4,41.0,0.3,0.0,0.0,0,1,3
2018-02-16,8,Winter,68,-5.4,38.0,0.7,0.0,0.0,0,1,3
2018-02-16,9,Winter,48,-4.3,33.0,0.7,0.0,0.0,0,1,3
2018-02-16,10,Winter,78,-1.3,32.0,1.5,0.0,0.0,0,1,1
2018-02-16,11,Winter,93,1.0,25.0,1.4,0.0,0.0,0,1,3
2018-02-16,12,Winter,137,2.2,19.0,1.4,0.0,0.0,0,1,3
2018-02-16,13,Winter,169,3.5,17.0,3.2,0.0,0.0,0,1,2
2018-02-16,14,Winter,196,4.2,18.0,3.3,0.0,0.0,0,1,2
2018-02-16,15,Winter,243,4.0,26.0,3.5,0.0,0.0,0,1,1
2018-02-16,16,Winter,189,3.3,38.0,3.8,0.0,0.0,0,1,1
2018-02-16,17,Winter,210,2.5,48.0,4.2,0.0,0.0,0,1,3
2018-02-16,18,Winter,165,1.4,56.0,3.2,0.0,0.0,0,1,3
2018-02-16,19,Winter,126,0.6,59.0,2.3,0.0,0.0,0,1,2
2018-02-16,20,Winter,150,0.2,61.0,1.9,0.0,0.0,0,1,2
2018-02-16,21,Winter,114,0.1,67.0,2.5,0.0,0.0,0,1,2
2018-02-16,22,Winter,116,-0.6,70.0,3.4,0.0,0.0,0,1,3
2018-02-16,23,Winter,84,-2.0,51.0,3.2,0.0,0.0,0,1,3
2018-02-17,0,Winter,79,-2.7,41.0,3.2,0.0,0.0,1,1,1
2018-02-17,1,Winter,71,-3.1,36.0,3.5,0.0,0.0,1,1,1
2018-02-17,2,Winter,56,-3.8,30.0,3.9,0.0,0.0,1,1,3
2018-02-17,3,Winter,34,-4.5,28.0,3.0,0.0,0.0,1,1,1
2018-02-17,4,Winter,20,-5.2,28.0,2.5,0.0,0.0,1,1,1
2018-02-17,5,Winter,14,-5.7,31.0,2.3,0.0,0.0,1,1,2
2018-02-17,6,Winter,39,-6.2,32.0,2.5,0.0,0.0,1,1,3
2018-02-17,7,Winter,35,-6.8,32.0,1.6,0.0,0.0,1,1,2
2018-02-17,8,Winter,80,-7.1,30.0,1.7,0.0,0.0,1,1,1
2018-02-17,9,Winter,98,-6.5,26.0,2.4,0.0,0.0,1,1,2
2018-02-17,10,Winter,103,-4.3,21.0,1.4,0.0,0.0,1,1,3
2018-02-17,11,Winter,155,-2.8,19.0,2.6,0.0,0.0,1,1,1
2018-02-17,12,Winter,183,-1.3,17.0,1.5,0.0,0.0,1,1,1
2018-02-17,13,Winter,193,-0.4,15.0,2.4,0.0,0.0,1,1,1
2018-02-17,14,Winter,258,-0.1,15.0,4.0,0.0,0.0,1,1,3
