date,predicted_demand,lower_bound,upper_bound
2019-02-15,12005.096101051273,8526.122562343433,15265.731677843269
2019-02-16,11558.851717472573,7969.470802569313,15099.245362635942
2019-02-17,10556.84694560741,7170.854831969846,13876.664532109959
2019-02-18,13289.64738572545,10211.374798902536,17030.286996390572
2019-02-19,11214.82780271924,7920.459924112559,14574.655337312008
2019-02-20,10637.20096578139,6868.908262541983,14005.15974220569
2019-02-21,9569.224312326758,6282.491001865794,13133.588603859162
2019-02-22,7858.515088935754,4363.073964727668,11146.656156223258
2019-02-23,7925.88656996901,4219.012445964982,11521.231220907213
2019-02-24,6430.940471986619,3120.152491255055,9941.748462270445
2019-02-25,8518.33450433454,5220.053383738524,12158.173150551545
2019-02-26,6877.025429115044,3222.474855437795,10544.73166326728
2019-02-27,8497.427710850521,4746.192776385945,12048.154923957376
2019-02-28,10519.253017154877,7068.03502331001,13898.359619966463
